"","cvaR","cnm","cM","p.max","EMA.max","f.aic","OMA_solnp.max","OMA_osqp.max","CSL.max1","CSL.max2","CSL.max3","CSL2.max1","CSL2.max2","CSL2.max3","ols_sigma_df_est_per_site.max","em_per_site.max","center_agg","center_opt_solnp","center_opt_osqp","pred_OMA_solnp","pred_OMA_osqp","center_opt_solnp.round","center_opt_osqp.round"
"1",0.5,50,10,0.00113000000000002,0.00190000000000014,0.00185999999999993,0.14216,0.00300000000000011,0.000980000000000061,0.00124000000000005,0.00157000000000002,0.000430000000000002,0.000710000000000011,0.00101,0.00187000000000014,0.000269999999999992,2.99999999999967e-05,0.13994,0.000799999999999987,4.99999999999989e-05,2.99999999999967e-05,9.03,25
"2",0.5,50,100,0.00121000000000017,0.00551000000000025,0.0184699999999997,2.24537,0.0238500000000005,0.00256000000000115,0.00362000000000138,0.00452000000000154,0.00118000000000031,0.00208000000000077,0.003160000000001,0.00547000000000024,0.0104500000000003,0.00572999999999984,2.22361,0.00212000000000016,0.000110000000000028,8.0000000000009e-05,11.35,26.5
"3",0.5,50,150,0.00103000000000016,0.00465000000000025,0.0307100000000002,4.58011,0.112090000000001,0.00257000000000584,0.00371000000000777,0.00496000000000951,0.00132000000000119,0.00246000000000361,0.00363000000000515,0.00449000000000044,0.01201,0.0918100000000006,4.47155,0.00361999999999984,0.000250000000000057,0.000159999999999947,11.87,26.75
"4",0.5,100,10,0.0014400000000002,0.00501000000000097,0.00264000000000003,0.134230000000001,0.00641000000000069,0.00112000000000045,0.00152000000000058,0.0018900000000005,0.000450000000000159,0.000790000000000433,0.00111000000000054,0.00501000000000097,0.000450000000000159,4.99999999999545e-05,0.12869,0.000879999999999654,2.99999999999301e-05,1.99999999999534e-05,9.08,25
"5",0.5,100,100,0.00126999999999931,0.00486000000000125,0.0298799999999995,2.13608,0.018670000000004,0.00278000000000617,0.00383000000000969,0.00506000000001336,0.00138000000000375,0.00252000000000734,0.00367000000001056,0.00470000000000098,0.00942000000000171,0.00234000000000101,2.11945,0.00201000000000036,0.000169999999999817,0.00019999999999996,11.56,26.25
"6",0.5,100,150,0.00143000000000072,0.00467000000000112,0.0633499999999995,4.47685,0.0969800000000008,0.0029300000000093,0.00407000000001361,0.00536000000001806,0.00158000000000527,0.00290000000000873,0.00389000000001346,0.0044100000000013,0.0499799999999992,0.0387200000000007,4.38345,0.00351999999999975,0.000289999999999821,0.000349999999999824,11.59,25
"7",0.5,1000,10,0.00258000000000038,0.00645000000000195,0.0161699999999998,0.0994100000000067,0.00831000000000728,0.00258000000000706,0.00389000000001005,0.00510000000001341,0.00175000000000438,0.00304000000000698,0.00427000000001129,0.00623000000000232,0.00106000000000478,1.99999999999534e-05,0.0919099999999995,0.000770000000000692,0.000190000000000197,0.000229999999999535,9.34,25
"8",0.5,1000,100,0.00548999999999921,0.0250300000000013,0.59086,1.40688,0.0520600000000019,0.00877000000000905,0.0100800000000142,0.0115000000000188,0.00643000000000455,0.00672000000000864,0.00678000000001205,0.0222200000000011,0.0234100000000012,0.00192999999999913,1.3568,0.00214000000000013,0.00251999999999939,0.00236000000000033,14.91,25
"9",0.5,1000,150,0.00719000000000136,0.021050000000001,1.04156,2.85233000000001,0.0801500000000078,0.0121900000000096,0.0136500000000143,0.0151200000000216,0.00586000000000212,0.00746000000000691,0.00896000000001067,0.0162400000000019,0.0497800000000052,0.0057200000000006,2.77587,0.00376000000000005,0.0047199999999998,0.00465000000000003,15.25,25
"10",0.5,10000,10,0.0167699999999985,0.0261600000000001,0.243140000000003,0.101160000000008,0.0364700000000079,0.00973000000001832,0.0135600000000278,0.0172200000000359,0.00755000000001161,0.0111100000000209,0.0172300000000331,0.0236800000000014,0.00966000000000662,9.00000000001455e-05,0.0654400000000004,0.00085999999999899,0.002289999999999,0.00218000000000075,8.89,25
"11",0.5,10000,100,0.0479000000000033,0.0982499999999996,8.36123,0.590860000000007,0.27493,0.0478300000000081,0.0524700000000172,0.0566100000000239,0.043780000000003,0.0486600000000109,0.0506400000000207,0.0638900000000038,0.17236,0.00195999999999657,0.318170000000005,0.00238000000000056,0.0344800000000009,0.0343399999999986,12.96,25
"12",0.5,10000,150,0.0717600000000004,0.116810000000003,14.70757,1.03985,0.469389999999995,0.0737300000000857,0.0808600000001365,0.0864700000001869,0.065830000000052,0.0708200000001318,0.0746400000001813,0.0610200000000043,0.340270000000001,0.006749999999995,0.575349999999999,0.00384000000000015,0.0564600000000019,0.0575099999999941,12.78,25
"13",1,50,10,0.00106000000000108,0.00119000000007304,0.00183000000000447,0.129840000000073,0.00228000000007228,0.000770000000001119,0.00111000000000217,0.00141000000000076,0.0002800000000002,0.000610000000004902,0.000880000000004202,0.00117000000007238,0.00027000000000271,5.99999999985812e-05,0.128319999999999,0.000769999999997708,2.00000000006639e-05,1.00000000009004e-05,9.07,25
"14",1,50,100,0.00103999999999701,0.00507000000002108,0.0130300000000022,2.23088000000011,0.0104100000001074,0.00273000000005823,0.00382000000007679,0.0048500000000854,0.00121000000001004,0.00224000000002548,0.00335000000002424,0.00494000000002188,0.00176000000008457,0.00158999999999764,2.22253,0.00202000000000339,5.99999999997181e-05,9.99999999999091e-05,11.3,27.75
"15",1,50,150,0.00125000000000227,0.006400000000001,0.0223800000000006,4.61789000000008,0.0166100000000768,0.00262000000008015,0.00387000000010516,0.00500000000012392,0.00153000000000929,0.00262000000003809,0.00384000000006154,0.00623999999999796,0.00192000000007965,0.00488999999999805,4.60462,0.00342000000000326,0.000220000000000482,0.000139999999997826,11.92,25
"16",1,100,10,0.00110999999999763,0.00170000000004279,0.0025400000000036,0.125920000000039,0.00282000000004359,0.00110000000000468,0.00139000000000237,0.00182000000000357,0.000480000000003429,0.00078000000000543,0.00115000000000578,0.00168000000004326,0.000359999999997171,1.99999999995271e-05,0.123799999999998,0.000740000000004102,6.00000000008549e-05,1.99999999995271e-05,9.08,25
"17",1,100,100,0.00114000000000033,0.00572000000000344,0.0243000000000052,2.19899000000009,0.0108800000000849,0.00263000000007878,0.0038600000001054,0.00501000000012937,0.00148000000002412,0.00262000000003809,0.00374000000006617,0.00553000000000566,0.00154000000008637,0.00156999999999698,2.19013,0.00205999999999676,0.000220000000001619,0.000179999999999154,11.74,25.5
"18",1,100,150,0.0014100000000019,0.00701999999999657,0.0436699999999996,4.59881000000004,0.0204500000000462,0.00327000000012276,0.00453000000016459,0.00576000000021963,0.00165000000004397,0.00276000000010072,0.00413000000014677,0.00670999999999822,0.00479000000003907,0.00491999999999962,4.5821,0.00376000000000772,0.0002900000000011,0.000270000000001573,11.34,25
"19",1,1000,10,0.00253999999999451,0.00474000000001752,0.0145099999999968,0.104650000000061,0.00662000000005037,0.00231000000002496,0.00376000000004524,0.00491000000006125,0.00174000000001456,0.00302000000003318,0.00423000000004777,0.00448000000002025,0.00100000000003433,4.99999999999545e-05,0.0989400000000001,0.000899999999999181,0.000180000000005975,0.000189999999996644,9.17,25
"20",1,1000,100,0.00550000000000978,0.00907999999999788,0.459200000000015,1.45395000000001,0.0287600000000168,0.00546000000016079,0.0068500000002382,0.00814000000033502,0.00427000000009002,0.00569000000017468,0.00701000000027761,0.00605000000001041,0.0159400000000096,0.00175999999999931,1.42746,0.00240999999999417,0.00273999999999319,0.00260000000000332,15.06,25
