"","cvaR","cnm","cM","p.max","EMA.max","f.aic","OMA_solnp.max","OMA_osqp.max","CSL.max1","CSL.max2","CSL.max3","CSL2.max1","CSL2.max2","CSL2.max3","ols_sigma_df_est_per_site.max","em_per_site.max","center_agg","center_opt_solnp","center_opt_osqp","pred_OMA_solnp","pred_OMA_osqp","center_opt_solnp.round","center_opt_osqp.round"
"1",0.5,50,10,0.00231999999999971,0.00311000000041531,0.00524000000001252,0.124800000000432,0.00424000000035448,0.00128999999989901,0.00184999999994034,0.002269999999844,0.000609999999942374,0.00113000000001193,0.0016099999999642,0.00310000000041327,0.00033000000003085,5.00000000101863e-05,0.121299999999974,0.000729999999894062,2.00000000040745e-05,3.00000000061118e-05,9.07,25.25
"2",0.5,50,100,0.0026400000000649,0.0128400000000329,0.0557100000001446,2.70893999999997,0.0180500000002212,0.00298000000046159,0.00437000000052649,0.00560000000077707,0.001750000000211,0.00323000000047614,0.00473000000056345,0.0126000000001295,0.00188000000016473,0.00144999999985885,2.69286999999986,0.00198000000007596,0.000139999999955762,0.000139999999992142,12.6,25.5
"3",0.5,50,150,0.00265000000006694,0.0133800000001429,0.105360000000146,6.08412000000022,0.0241200000002937,0.00344000000048254,0.00723000000052707,0.00872000000079424,0.0017400000003181,0.00313000000052853,0.00465000000069267,0.013110000000197,0.00225000000024011,0.0049099999999089,6.06357999999993,0.00355999999996129,0.000269999999945867,0.000289999999986321,12.64,25
"4",0.5,100,10,0.00272000000004482,0.00675000000053842,0.00817000000006374,0.119740000000384,0.0080800000004092,0.00169000000023516,0.00239000000030501,0.00320000000021537,0.001019999999844,0.00199999999989814,0.00280999999988126,0.00671000000053027,0.000420000000012806,7.99999999435386e-05,0.112519999999895,0.000859999999920546,1.00000000020373e-05,1.00000000020373e-05,9.08,26
"5",0.5,100,100,0.00299999999977445,0.0114500000000771,0.118609999999899,2.14663999999997,0.0179700000004959,0.00342000000044209,0.00486000000066269,0.00618000000085885,0.00173000000017055,0.00313000000041939,0.00487000000062835,0.0110700000001088,0.0027900000002046,0.00164999999986321,2.13080999999976,0.00212000000028638,0.000320000000028813,0.000340000000032887,11.88,25
"6",0.5,100,150,0.00340999999985797,0.015090000000273,0.226589999999997,4.7484600000003,0.0285400000005029,0.00401000000030763,0.00525000000052387,0.00681000000084168,0.00195000000021537,0.00366000000016356,0.00500000000047294,0.0145700000002398,0.00492000000023836,0.00500999999992928,4.72342999999997,0.003610000000117,0.000529999999926076,0.000429999999978463,12.06,25
"7",0.5,1000,10,0.0080899999999383,0.010120000001225,0.0726100000000952,0.125540000001602,0.0119400000013047,0.00363000000059401,0.00577000000077533,0.00749000000090746,0.0028000000000975,0.00457000000045809,0.00628000000066095,0.0098400000012407,0.00100000000020373,4.00000000081491e-05,0.114320000000153,0.000779999999831489,0.000339999999996508,0.000280000000020664,9.16,25.75
"8",0.5,1000,100,0.0133300000000963,0.034810000000216,2.32425999999978,2.1522100000002,0.0550900000003458,0.00936000000037893,0.0120500000007451,0.0140100000010716,0.00736000000008062,0.00921000000038475,0.0116600000006656,0.0293000000001484,0.0166800000002695,0.00170999999980268,2.09907999999996,0.0022700000002078,0.00544000000001688,0.00512999999991734,16.72,25
"9",0.5,1000,150,0.0168500000002314,0.0384000000004016,3.98587000000003,3.97980000000054,0.0848800000009214,0.0137500000003638,0.0164000000005763,0.0186500000006345,0.0120200000000477,0.0154700000004959,0.0185100000004968,0.0297300000005998,0.037170000000151,0.00552999999996246,3.89888999999999,0.0036800000000585,0.00847999999983585,0.00877000000014959,15.71,25
"10",0.5,10000,10,0.0772899999999208,0.123980000000083,1.76305000000011,0.226750000000575,0.126510000000853,0.0255300000013085,0.0388000000024113,0.0512800000032075,0.0243500000014319,0.0371000000020649,0.0496700000032433,0.115360000000182,0.00446000000054482,6.00000000122236e-05,0.101119999999864,0.000940000000009604,0.0057499999999709,0.00569000000010419,9.97,25
