"","cvaR","cnm","cM","p.max","EMA.max","f","OMA_solnp.max","OMA_osqp.max","CSLcv.max","CSLall.max","CSLall_perlambda.max","adalasso_est_per_site.max","em_df_sigma_per_site.max","center_agg","center_opt_solnp","center_opt_osqp","pred_OMA_solnp","pred_OMA_osqp","center_opt_solnp.round","center_opt_osqp.round"
"1",0.5,50,10,0.0825399999995716,0.100429999999906,0.0868199999995704,0.279470000001165,0.10253000000157,262.14628,24.7122000000004,0.331321500000195,0.100389999999752,0.00099000000176602,4.00000000081491e-05,0.178029999999562,0.00106000000014319,2.00000000768341e-05,4.9999999901047e-05,9.49,25
"2",0.5,50,100,0.0840900000010151,0.161599999999744,0.188059999999532,3.51875000000015,0.180999999999476,248.458030000004,25.3906400000045,0.33241340000401,0.161449999999895,0.0145300000000861,0.00192000000010012,3.34058000000019,0.00287999999942258,0.000269999999873107,0.00021999999997206,11.82,36
"3",0.5,100,10,0.0729900000002817,0.086260000000475,0.0842300000000978,0.251370000003662,0.0883400000041002,225.600439999999,21.4579699999989,0.288948499999293,0.0861900000003516,0.00106000000349013,2.99999998242129e-05,0.16403999999995,0.000980000000417931,5.00000000465661e-05,8.00000000162981e-05,9.13,25
"4",0.5,100,100,0.0567100000008941,0.113920000000508,0.252389999999432,2.79158000000287,0.132960000000458,203.838870000003,20.2598500000031,0.26069170000351,0.113540000000357,0.0145500000016182,0.00228999999933876,2.66098000000085,0.00216999999975087,0.000220000000699656,0.000409999999392312,12.04,25.5
"5",0.5,1000,10,0.067630000000936,0.0929400000021269,0.202760000000126,0.233510000004753,0.0993700000055833,242.847320000004,24.8144200000039,0.318503500004396,0.0925700000025972,0.00556000000244239,2.9999999969732e-05,0.135000000000146,0.000860000000393484,0.000349999999598367,0.000350000000180444,9.12,25
"6",0.5,1000,100,0.0792799999991257,0.219460000000254,2.77733999999968,3.40608000000051,0.310250000000815,245.757470000004,25.656350000003,0.32364590000318,0.214110000000219,0.0867300000002433,0.00195000000050641,3.09812999999893,0.00228000000017346,0.00516000000061467,0.00517999999967287,14.42,25
"7",1,50,10,0.0628800000005867,0.0757400000006601,0.063080000001064,0.213620000002265,0.0776600000003236,204.211619999999,20.2698899999993,0.264167999998578,0.0757300000006217,0.00101000000038766,3.00000001152512e-05,0.136810000001278,0.000849999999045394,3.99999998626299e-05,4.00000001536682e-05,9.55,25
"8",1,50,100,0.0871400000000722,0.164450000000361,0.196900000000023,3.75882999999987,0.18749000000098,273.024210000004,26.776230000004,0.353169600003718,0.164200000000419,0.0181499999992957,0.0019600000011269,3.57429999999949,0.00292999999946915,0.000219999999535503,0.000250000000669388,11.97,31
"9",1,100,10,0.0719599999998172,0.0883200000011129,0.0827699999995821,0.259880000004923,0.0904800000053365,241.68345,22.7146299999993,0.299465799999348,0.0882600000011735,0.00106000000378117,5.00000000465661e-05,0.17045999999973,0.00106000000028871,5.00000001920853e-05,5.00000000465661e-05,9.06,25
"10",1,100,100,0.0567800000001444,0.118960000001098,0.24291999999914,2.75268000000244,0.135200000003533,204.730050000005,20.4442500000051,0.266070000004143,0.118560000000871,0.0123000000014144,0.00185000000099535,2.61963999999891,0.00211000000010245,0.000330000000249129,0.000380000000150176,12.02,25.5
"11",1,1000,10,0.0877199999992445,0.125619999999617,0.242949999999546,0.31090000000564,0.131810000004625,311.280980000002,33.208850000005,0.41993120000372,0.125059999999648,0.0052600000052189,2.00000000768341e-05,0.180060000000667,0.00102999999900931,0.000500000000029104,0.000440000000671716,9.21,25
"12",1,1000,100,0.0933300000001327,0.266830000000336,3.03677999999942,3.87128999999899,0.368850000000821,276.331430000004,27.6312100000042,0.355581400004054,0.261190000000352,0.0972399999994377,0.00228000000002794,3.50513999999879,0.00258000000147149,0.00544000000038068,0.00555999999953201,14.02,25
"13",123,50,10,0.0630099999991944,0.0746600000004401,0.0630999999993946,0.215790000001434,0.0764500000022235,205.988980000001,20.3632700000012,0.265388900000708,0.0746300000006158,0.000980000001436565,1.00000000384171e-05,0.140099999999511,0.000790000000124564,6.99999998323619e-05,4.00000000081491e-05,9.53,25
"14",123,50,100,0.0641400000004796,0.133969999999827,0.148820000000997,2.8584199999983,0.150359999998036,216.604030000003,21.6189000000045,0.278618400004048,0.133719999999448,0.012439999999624,0.00168999999892549,2.71041000000012,0.0022899999996298,0.000160000000178115,0.000220000000408618,11.9,31.25
"15",123,100,10,0.0866200000002573,0.103770000000804,0.0987099999992643,0.298450000004959,0.105790000004636,278.85833,27.4063899999979,0.357352599999552,0.103650000001217,0.00100000000369619,3.99999998626299e-05,0.193680000000168,0.00103000000017346,8.00000000162981e-05,6.99999996868428e-05,9.1,25
"16",123,100,100,0.0618799999989278,0.0985499999999593,0.247569999999832,2.73827000000078,0.116970000002621,205.747680000005,20.5225000000039,0.269436400004261,0.0981599999997707,0.0144000000011874,0.00197000000072876,2.62331999999922,0.00213000000090688,0.000419999999867287,0.000310000000026776,12,25.25
"17",123,1000,10,0.0684100000011676,0.0889200000006531,0.188119999998598,0.230640000003186,0.0936800000039511,244.854770000004,25.0290300000053,0.319818000004817,0.0886700000008568,0.00389000000228407,2.00000000768341e-05,0.137670000000071,0.000830000000860309,0.000389999999897555,0.000269999999873107,9.29,25
"18",123,1000,100,0.0743999999995867,0.223199999999342,2.78320000000065,3.30105999999971,0.32178999999931,247.453430000003,25.8889500000038,0.328041000003213,0.217730000000156,0.0946899999996822,0.00196000000054482,2.98146999999968,0.00221999999936088,0.0052099999996426,0.00518999999956577,14.92,25.25
