"","cvaR","cnm","cM","p.max","EMA.max","f","OMA_solnp.max","OMA_osqp.max","CSLcv.max","CSLall.max","CSLall_perlambda.max","adalasso_est_per_site.max","em_df_sigma_per_site.max","center_agg","center_opt_solnp","center_opt_osqp","pred_OMA_solnp","pred_OMA_osqp","center_opt_solnp.round","center_opt_osqp.round"
"1",0.5,50,10,0.0536300000009942,0.0717600000006496,0.0574699999991572,0.208320000000094,0.0734300000002258,205.112580000001,20.4761399999996,0.260201400000342,0.0716900000005262,0.000889999999490101,9.9999998928979e-06,0.135710000000254,0.000810000000346918,1.9999999931315e-05,2.9999999969732e-05,9.19,25
"2",0.5,50,100,0.05492999999944,0.109010000000126,0.100759999999427,2.46913000000233,0.115530000004655,204.614900000002,20.3724700000022,0.260560600002417,0.108869999999588,0.00228000000337488,0.00208000000042375,2.35582999999897,0.00221000000150525,6.99999999778811e-05,8.99999997636769e-05,11.55,28
"3",0.5,100,10,0.0573500000004424,0.0688700000011886,0.0612799999998242,0.203590000001714,0.0707200000029116,205.10655,20.3771999999996,0.25826160000058,0.068820000001142,0.000980000001436565,3.00000001152512e-05,0.133749999998981,0.000870000000286382,1.00000000384171e-05,1.9999999931315e-05,9.08,25
"4",0.5,100,100,0.0542399999991176,0.111919999999955,0.144909999999654,2.49383000000133,0.125700000001816,205.443450000004,20.3800000000026,0.257081800004038,0.1117399999997,0.00958000000027823,0.001950000001234,2.37033999999985,0.00222000000052503,0.000220000000263099,0.000210000000079162,11.68,25
"5",0.5,1000,10,0.0609500000003027,0.0860800000006566,0.139409999999916,0.220490000004356,0.0882800000037241,245.289900000002,24.833780000003,0.311024600002861,0.0857700000006298,0.001470000003319,2.9999999969732e-05,0.133000000000466,0.000829999999987194,0.00021999999997206,0.000179999999818392,9.22,25
"6",0.5,1000,100,0.0927999999991152,0.295649999999878,2.13531999999948,3.72156999999934,0.374589999999298,313.937510000005,31.5212600000034,0.399422000003864,0.292109999999666,0.0736399999997229,0.00261999999987893,3.3498599999999,0.00300000000046566,0.00334000000017113,0.00321999999956461,12.05,25
"7",1,50,10,0.0545199999997567,0.072300000001851,0.0584299999993527,0.210700000001962,0.0738700000019162,205.135710000001,20.3823599999992,0.258897300000659,0.0722500000018044,0.000860000000102445,3.00000001152512e-05,0.137550000000047,0.000720000000001164,9.9999998928979e-06,9.9999998928979e-06,9.14,25.25
"8",1,50,100,0.0546399999999267,0.12377999999997,0.0976000000002386,2.53721000000412,0.13339000000371,204.898980000001,20.3898300000021,0.258397800002372,0.123680000000459,0.0054000000024098,0.00207000000082189,2.40599000000046,0.00217000000004191,6.99999999778811e-05,6.99999999778811e-05,11.49,26.75
"9",1,100,10,0.054770000000135,0.0693200000005891,0.0625500000010652,0.199950000000681,0.0710700000001816,205.68833,20.5045500000005,0.260158800000392,0.0693000000005122,0.000979999999835854,1.99999997857958e-05,0.129640000000509,0.00077000000004773,1.00000000384171e-05,0,9.02,25
"10",1,100,100,0.0546499999985099,0.121599999999453,0.153370000000141,2.5516199999988,0.135100000000821,205.803250000002,20.4984300000027,0.262028100002212,0.121389999999665,0.00966999999916879,0.00155000000115251,2.41878999999899,0.00233000000094762,0.000219999999826541,0.000159999999887077,11.49,26.25
"11",1,1000,10,0.061059999998397,0.0766599999998289,0.141600000000763,0.214780000004539,0.0798700000028475,231.319810000003,23.4279600000048,0.298382100003852,0.076480000000156,0.00226000000300701,2.00000000768341e-05,0.135840000001335,0.000819999999221181,0.000179999999963911,0.000290000000386499,9.08,25.25
"12",1,1000,100,0.0636399999997229,0.254909999999509,1.68689999999988,2.84685999999929,0.313739999999671,232.814250000004,24.0995100000054,0.304077900004694,0.25228999999963,0.05492999999944,0.00199000000036904,2.53525000000038,0.0022799999997369,0.00239999999947031,0.00225000000049477,12.68,25
"13",123,50,10,0.0542499999988649,0.0698799999999756,0.05762000000017,0.201780000001163,0.0716000000007625,203.14099,20.1541900000004,0.255199900000275,0.0698500000001513,0.000950000001030276,9.9999998928979e-06,0.130950000000012,0.000759999999572756,2.00000000768341e-05,3.00000001152512e-05,9.12,25
"14",123,50,100,0.0535799999990559,0.133640000000014,0.0979299999999057,2.48813000000344,0.139810000003636,201.516210000003,19.9758000000025,0.253703100002983,0.133520000000135,0.0021300000033807,0.00187000000005355,2.35047999999952,0.00219000000040978,0.000130000000353903,9.99999996565748e-05,11.5,28
"15",123,100,10,0.0547100000007777,0.0646900000020105,0.0606500000011874,0.194160000002448,0.0665500000018801,202.922969999999,20.0561700000003,0.254764199999916,0.0646500000018568,0.000980000000417931,5.9999999939464e-05,0.128410000000149,0.000829999999696156,6.00000000849832e-05,2.9999999969732e-05,9.05,25
"16",123,100,100,0.0539700000002631,0.109730000001291,0.156339999999909,2.49523000000132,0.123830000002199,202.473210000003,20.0203400000032,0.254198000003181,0.109530000001396,0.0101800000004005,0.00168999999950756,2.37366000000009,0.00217000000033295,0.000169999999925494,0.000260000000562286,11.56,26.5
"17",123,1000,10,0.0605399999996007,0.0925599999995029,0.145230000000447,0.225530000003055,0.0990800000024319,225.975970000001,22.8782300000037,0.292162100002504,0.0923499999997148,0.00564000000318629,3.99999998626299e-05,0.127220000000088,0.000869999999267748,0.000280000000202563,0.000180000000400469,9.19,26
"18",123,1000,100,0.0674499999976251,0.262050000000745,1.71455000000104,2.81061000000031,0.324459999997198,226.165430000005,23.5335900000033,0.297399000004213,0.259480000000331,0.0581700000005367,0.00228999999846565,2.48833000000086,0.00230999999927008,0.00234000000011292,0.00220999999859487,13.37,25
