"","cvaR","cnm","cM","p.ave","p.max","EMA.ave","EMA.max","f.large","f.aic","f.bic","OMA.ave","OMA.max","CSL.ave1","CSL.ave2","CSL.ave3","CSL.max1","CSL.max2","CSL.max3","CSL2.ave1","CSL2.ave2","CSL2.ave3","CSL2.max1","CSL2.max2","CSL2.max3","CSL3.ave1","CSL3.ave2","CSL3.ave3","CSL3.max1","CSL3.max2","CSL3.max3","CSL4.ave1","CSL4.ave2","CSL4.ave3","CSL4.max1","CSL4.max2","CSL4.max3"
"1",0.5,50,10,0.028554,0.27716,0.028594,0.2772,0.000349999999999988,0.00181000000000005,0.00179999999999998,0.201109,0.45003,0.028907,0.029171,0.029368,0.27763,0.27802,0.27837,0.00112099999999999,0.00132199999999997,0.00148799999999998,0.00121999999999998,0.00160999999999995,0.00182999999999996,0.038804,0.048415,0.058203,0.28759,0.2973,0.30725,0.038071,0.038346,0.038469,0.28692,0.28733,0.28757
"2",0.5,50,100,0.0011291,0.00639000000000042,0.00100909999999998,0.0062700000000004,0.0216800000000002,0.02104,0.02162,2.8468665,2.85598,0.00160619999999985,0.00175249999999992,0.00199849999999989,0.00778000000000087,0.00885000000000147,0.0100300000000021,0.00132469999999997,0.00153029999999986,0.0016868,0.00222000000000042,0.0034000000000008,0.00449000000000158,0.0104734000000001,0.0195691,0.0285447,0.0166300000000008,0.0266100000000012,0.0364800000000017,0.0100853999999999,0.0104697999999999,0.0105872999999999,0.0162700000000009,0.0175700000000013,0.0186800000000017
"3",0.5,50,150,0.00101973333333325,0.0035700000000012,0.00106973333333345,0.0036200000000014,0.0264599999999999,0.0372299999999999,0.0397400000000001,4.3872642,4.43227,0.00149666666666643,0.00182313333333277,0.00204959999999976,0.0050500000000039,0.00637000000000601,0.00759000000000849,0.00139766666666725,0.00154426666666695,0.00177093333333334,0.00244000000000309,0.00355000000000569,0.00475000000000779,0.0118254666666665,0.0208717333333339,0.0298583333333337,0.0153500000000033,0.025400000000006,0.0353500000000083,0.0101769999999997,0.0104935999999999,0.0108090666666667,0.0137300000000039,0.0150200000000063,0.0163500000000087
"4",0.5,100,10,0.000971000000000082,0.00124000000000429,0.000971000000000082,0.00124000000000429,0.000549999999999571,0.00252000000000045,0.00244000000000035,0.155176,0.155850000000004,0.00117199999999967,0.00140199999999956,0.00152799999999961,0.00172000000000374,0.00222000000000364,0.00258000000000365,0.00118200000000066,0.00135500000000086,0.0015300000000008,0.0014700000000007,0.00185000000000073,0.00225000000000072,0.0090059999999998,0.0168179999999994,0.0246099999999996,0.00950000000000386,0.0176000000000037,0.025680000000004,0.00892399999999943,0.00909199999999937,0.00931799999999961,0.0094000000000036,0.00982000000000397,0.0102800000000043
"5",0.5,100,100,0.00129360000000019,0.00299000000000248,0.00110359999999992,0.00280000000000221,0.0279499999999996,0.0373900000000009,0.0387499999999993,2.7381802,2.7438,0.00168070000000006,0.0021671000000009,0.00235150000000053,0.0043700000000063,0.00580000000001085,0.00697000000001445,0.00136829999999971,0.00174390000000004,0.00209829999999962,0.00244000000000312,0.00379000000000758,0.00511000000001019,0.0109401000000008,0.0188367000000006,0.0268247000000014,0.0136100000000069,0.0224800000000101,0.0314500000000147,0.00932029999999938,0.00951669999999926,0.0097332000000001,0.0119900000000054,0.0131500000000089,0.0143600000000131
"6",0.5,100,150,0.00128773333333387,0.00535000000000238,0.00128773333333359,0.0053500000000021,0.0746099999999997,0.0802599999999998,0.0795199999999984,4.29811753333333,4.34032,0.00187586666666746,0.00224266666666695,0.00238966666666695,0.00697000000000728,0.00835000000001159,0.00951000000001628,0.00168573333333401,0.00189266666666621,0.0020306666666663,0.0026700000000055,0.00391000000000901,0.00504000000001383,0.0100640666666666,0.0181214666666666,0.0264706666666667,0.0151400000000066,0.0241700000000114,0.0335100000000162,0.00989666666666767,0.0100340000000001,0.0106212000000008,0.0149500000000076,0.0161100000000114,0.0176900000000168
"7",0.5,1000,10,0.00263600000000048,0.00390000000000128,0.00262599999999986,0.00389000000000067,0.00578999999999965,0.0202500000000005,0.01916,0.111553,0.113710000000005,0.00333199999999987,0.0038690000000002,0.00446000000000005,0.00537000000000532,0.00668000000001015,0.00805000000001442,0.00322299999999936,0.00371399999999905,0.00428099999999958,0.00401000000000366,0.00528000000000787,0.0066300000000129,0.0129539999999998,0.02289,0.0328380000000005,0.015000000000005,0.0257100000000098,0.0364400000000144,0.0126479999999991,0.013276,0.0137609999999987,0.0146900000000045,0.0161000000000097,0.0173600000000127
"8",0.5,1000,100,0.00813999999999982,0.024080000000002,0.00642000000000084,0.022360000000003,0.537249999999999,0.77186,0.767220000000001,1.7646788,1.7917,0.00719559999999878,0.00781019999999921,0.00855599999999702,0.0239100000000057,0.025300000000011,0.0268200000000135,0.0066363000000019,0.00859979999999898,0.0126625000000011,0.00748000000000658,0.0102200000000084,0.0151200000000154,0.0169012999999998,0.030125400000001,0.0389949999999996,0.0336200000000068,0.0477300000000127,0.0574400000000159,0.0165105000000004,0.0185797999999976,0.0177489999999988,0.0332800000000071,0.0361400000000091,0.0361100000000151
"9",0.5,1000,150,0.00883706666666663,0.0284000000000029,0.00880706666666677,0.028370000000003,0.941590000000002,1.49098,1.41787,2.46812373333333,2.55799000000001,0.00960406666666154,0.0101905333333319,0.0109357999999985,0.0301100000000025,0.0316800000000106,0.0332400000000152,0.00905413333333371,0.00965840000000076,0.0121333333333338,0.0100800000000052,0.0116100000000102,0.0151600000000144,0.0191809333333324,0.0296337999999999,0.0406170666666668,0.0395700000000068,0.0509400000000124,0.0631200000000169,0.0194184000000005,0.0200900000000001,0.0207428666666663,0.039950000000008,0.0414800000000125,0.0430700000000167
"10",0.5,10000,10,0.0201479999999998,0.0246800000000016,0.0201179999999997,0.0246500000000015,0.0850799999999987,0.443270000000003,0.397719999999996,0.0954460000000036,0.103530000000009,0.0245890000000013,0.0290890000000015,0.033393000000001,0.0298400000000129,0.0350500000000204,0.0401200000000276,0.0244870000000026,0.0289679999999983,0.0333170000000006,0.0252200000000093,0.0305000000000109,0.0355800000000193,0.0641590000000016,0.109611999999999,0.152327000000001,0.0695900000000117,0.115830000000015,0.159320000000024,0.0643979999999988,0.0686199999999993,0.0728019999999963,0.0696700000000061,0.0746900000000116,0.0796200000000161
