"","cvaR","cnm","cM","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33"
"1",0.5,50,10,0.500744396109848,0.0723252446554632,0.0495696067701535,0.0601238822835075,0.0601266631289534,0.959902671424754,297.300332899161,170006.27918583,47.5285875787144,15304.7095988603,8333714.47838273,0.28681656223195,0.0159242129628159,0.00847825770992448,0.012394597870456,0.0123959886786644,1.99135794980369,1341.4067047127,956623.170318414,83.9813911054756,51311.621193831,36613627.8589549,0.491013130538188,0.059230520814539,0.0370528295732078,0.047533641811152,0.0475370841424283,0.952231472866361,292.923410512448,164906.591743754,47.8261679467632,15186.1773630165,8160400.40662432,0.285815974036899,0.0155676709693704,0.00840019850892242,0.0119920679942972,0.0119966779070175,2.0001275910913,1281.92526396039,900404.132809224,83.5610663045591,49542.8691068858,34957660.5642826
"2",0.5,50,20,0.554953396177317,0.0475014121335633,0.0302839988713945,0.0363382373653455,0.0363383860625519,0.375964292656039,56.6343343681711,15488.5279643869,43.4607777716723,8458.57937666139,2254485.77031776,0.394034185561028,0.00918335268502033,0.00494026785266457,0.00646826454795115,0.00646798794787304,0.313823061359207,101.607165428501,41367.0241027737,47.7749945605765,15485.9614626091,5762136.37449536,0.538275912104717,0.0344913460868758,0.017044582195499,0.0233025409851862,0.0233027635252633,0.361973070434017,56.5316888204021,15483.9173652523,42.9927603509822,8363.76612672124,2231665.13832017,0.379054630467559,0.00882303014766985,0.00471407174677469,0.0062494716507399,0.00624931606578795,0.313991344329551,101.638916977187,41511.1791572346,47.1283209156081,15282.0403873733,5692464.02416223
"3",0.5,50,30,0.564918087561707,0.0401290223017032,0.0243951365619065,0.0283912105901384,0.0283915903348288,0.269989256969121,46.8209171883198,15603.8518716265,49.6053162678339,11097.7929360552,3663654.23337235,0.526283777562605,0.0073142533517888,0.00305166653695715,0.00473956926440663,0.00473974157678938,0.343023768891945,115.065320621425,54234.805693278,68.0375084946973,27086.1012099799,12838675.5348906,0.549663025665826,0.0269483509729095,0.0112017546567906,0.0152258482404602,0.0152262552029613,0.256316308130027,46.3517024247807,15290.1255739408,49.8181659366645,11189.1278782902,3716115.78367194,0.515815775011227,0.0069332197688675,0.00287364244874044,0.0045780945559617,0.00457858370734874,0.34281612854188,112.323267774583,51859.968829502,68.9440714675609,27553.4770120058,13156771.9840795
"4",0.5,50,40,0.603340609774799,0.0357786554987696,0.0211504192577273,0.0235762808117549,0.0235754812075798,0.180805665279243,23.7742705061432,6216.60134619945,52.4422112776554,12614.4123667435,4471749.54909545,0.448830398660415,0.00598152638305648,0.00218171461706614,0.0031353140524925,0.00313675154382458,0.155221830461083,39.0105972324934,15508.3322837096,94.7398245000848,38737.1382105702,17187747.5547613,0.586836482938708,0.0225440124043595,0.00802834140591143,0.0103902864169176,0.010389452787875,0.166821763191719,23.5736428565381,6186.14926681211,51.4854400991044,12335.0800123613,4372588.04108579,0.448941249466732,0.00571081509800223,0.00197386060596928,0.00294663224945533,0.002948530003502,0.150965056851956,38.3733781652292,15613.8204669428,91.0568767669122,37362.5420287686,16660281.2105175
"5",0.5,50,50,0.536876529232187,0.0327481891497559,0.0192794915424443,0.0207201562650615,0.0207182613787691,0.168257500426878,46.310613766192,41119.2747977944,102.161785735402,75106.3052477129,89797660.1179359,0.376344877329625,0.00531722929867548,0.00161585382369027,0.0022860170260968,0.00228140757047954,0.186549914127427,236.26536382896,331596.174582452,423.918402425107,595480.239372368,838777694.201324,0.52397682256614,0.0196812051457711,0.00622957074580309,0.00763972691293578,0.00763790278007553,0.153569439790187,44.1088588301513,38027.9014509768,97.8540879733223,69447.7124814004,81969689.7460778,0.38113512838481,0.00504468409270879,0.00144322857995041,0.00209155915961676,0.00208730902467066,0.173159143528135,214.950367607498,301115.602678615,385.804468357032,540499.477207188,761258124.298591
"6",0.5,50,60,0.51959226492106,0.0312788217010024,0.0182607884409702,0.0190698040398725,0.01907033532938,0.170955341118857,39.3956894338474,24603.3508074366,79.6612846565397,35736.02957944,30396325.6704135,0.365548905122687,0.00503477775857328,0.00142802280313664,0.00182604290903223,0.00182948281943566,0.177121773423788,109.712208386504,126189.56256534,205.032731279175,209284.17607496,236933487.008535,0.507115501011855,0.0182144612996432,0.00524877677864622,0.00603023162655156,0.00603092341031169,0.157087878082177,39.2288178071508,24504.9375974032,79.6498900068776,35451.8993362631,30013533.4822109,0.365423695814052,0.00478725572105771,0.00131148932861555,0.00164403525674257,0.00164743820424022,0.176027171580978,108.884986656444,125419.77497207,202.485157072124,205642.782268425,232684249.924494
"7",0.5,50,70,0.48977493988353,0.0301169369775623,0.0174400167402976,0.017877210013732,0.0178815144318865,0.136231803804581,19.5116528549836,5497.61217716473,63.0687242038803,23253.1353010129,15292338.9225422,0.32745048191767,0.00470734418443706,0.00130842257208349,0.00151706585339133,0.00151561483425117,0.116859452223403,31.1893583721988,12197.9243896665,142.165832601136,117627.557650127,112858229.345844,0.475332536301175,0.0171212339861314,0.00446304597578394,0.00490028866520156,0.00490459055144103,0.123289575632148,19.4792961443679,5492.40769378371,63.1091061121382,23422.1509025319,15504055.6430262,0.329387999543946,0.00454802343515089,0.00117550423290661,0.00136561351878191,0.0013637656591822,0.118066364691219,31.282013842409,12170.1038013557,143.292470450251,119977.939757188,115458249.421305
"8",0.5,50,80,0.571154128346923,0.0294625410636126,0.0168073321587175,0.0170101104179085,0.017010126918608,0.111536191476042,37.2668746511655,43890.6164045256,59.6887369572805,16548.5930075658,8956291.27234464,0.425075350094715,0.00455798080632999,0.00114192506829354,0.00130970505226085,0.00130671895767047,0.150849216520218,237.91906595636,398143.884842041,84.3397668609159,47539.865655849,47242388.5451499,0.559096530188915,0.0164829076592416,0.00386134937723671,0.00407399952351137,0.00407358217182916,0.098545250680028,37.1383109648649,43670.6267437609,60.0720284798145,16698.889773746,9033434.15268599,0.424346869910638,0.00449491053080244,0.00109873846585542,0.00123818906590112,0.00123573976902458,0.149962957853698,236.677198931802,396030.484850637,85.9864276047722,48241.397449453,47580129.2084642
"9",0.5,50,90,0.511239862630234,0.0285392352368132,0.0163836414682222,0.0164357169404903,0.0164327396867271,0.103727015685643,15.0426513080131,4469.44203274918,49.7428921832455,12225.8249119011,4872911.91014907,0.37924318906272,0.00400739631140632,0.00104941313294757,0.00106693505380451,0.00106607750132946,0.0845000776151283,24.7167782525651,11883.4951476284,70.6784148703799,27637.8920687042,16119196.1186229,0.498394990159617,0.0156272090589329,0.00342847401659615,0.00348917245827384,0.00348621946580395,0.0903583672541163,14.9935248705175,4462.09464553536,49.5297438275487,12207.1768342677,4893304.51861038,0.3814364197547,0.00399684301691912,0.000983732736002291,0.00100852654536958,0.00100891412558242,0.0836191626492901,24.6255081542488,11828.8999779597,70.0165144470037,27532.345794171,16227414.626768
"10",0.5,50,100,0.529675688389444,0.027736332882242,0.0159699869104849,0.0160043150181959,0.0160020177038845,0.0945352123175048,15.1818168415886,4777.24232056171,60.5484404799384,13738.4797726598,4641619.95710302,0.381411845931563,0.00365481150951696,0.000869334201743799,0.000912154016062676,0.000909028789339435,0.0891319081452903,35.8201333621546,16831.9451537723,59.6985089811611,21497.9431991739,11443397.1336215,0.515477527615107,0.0148675415883258,0.00303898759858556,0.00307734622228294,0.00307448005789395,0.0815663675867313,15.1573183936097,4783.1688686027,60.5034096063952,13781.0239248666,4679807.35473539,0.379125593577597,0.00360226093383141,0.000824020406756309,0.000869147971663688,0.00086553641485294,0.0882277915479884,35.7293603226056,16818.2323576914,59.5483604475282,21706.9057765571,11676893.9210695
