"","cvaR","cnm","cM","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33"
"1",0.5,50,10,0.210809312142616,0.0274704643832387,0.012087483496692,0.0136289737998993,0.0136129907476293,0.942091996023357,294.928702291743,166863.032656904,47.0270314371373,15725.8959270881,8816646.77804096
"2",0.5,50,100,0.290742234390157,0.00498020337889326,0.00199057944708553,0.0022499730930569,0.00224879500654813,0.0805156262528846,15.1275875271964,4873.78131120453,59.2775633964225,12994.3185933808,4071018.39360122
"3",0.5,50,150,0.290924274558164,0.00407359574894844,0.00143947943443681,0.00167492298529113,0.00166965024841014,0.0454749183889634,8.86724645672893,6455.7119538962,53.9173374535502,16321.4094609374,16523376.1422341
"4",0.5,100,10,0.0655378484054809,0.00850933507029434,0.00698845323800132,0.00708802159098178,0.00707249937565324,0.0222369156457024,0.0609395117506579,0.453567990941597,0.449295121937267,3.12837984892374,29.8052444809024
"5",0.5,100,100,0.0547100522490597,0.00309202291639212,0.00119108093393752,0.0011460782203914,0.00114454107130572,0.00222638265414067,0.00565622349301147,0.0398434562013555,0.509006362446799,3.76494177271383,38.9668183605978
"6",0.5,100,150,0.0654184945994382,0.00285155745728044,0.000850387282680633,0.000818870510284063,0.000817614306529423,0.00154532257885012,0.00494935340393665,0.0498764922770369,0.602864420482238,5.4525316473548,77.8625943016485
"7",0.5,1000,10,0.00697256181110972,0.00135541653803069,0.00123177308321358,0.00126716153435154,0.00127248959902521,0.00153450549456191,0.00153199835911653,0.00153193554579739,0.00207873826608628,0.00158850480334239,0.00153659100495015
"8",0.5,1000,100,0.00694948413183039,0.000727806908695551,0.000189205862729257,0.000252092345687533,0.000255556931034763,0.000179102748792329,0.000179132356419659,0.000178988525151938,0.000759001178464686,0.000231424193765375,0.000186360111946346
"9",0.5,1000,150,0.00725205564326056,0.000709225014118177,0.000136921597916488,0.000187779760155502,0.000190252084797699,0.000131171396858074,0.000131046755642714,0.000131039217787194,0.000743798984961152,0.000189386944971368,0.000139117753483953
"10",0.5,10000,10,0.00119738805492765,0.000243092939350443,0.000193011485357497,0.000223735414594286,0.000226335301005366,0.000182263209503675,0.000182279353614386,0.000182279371797086,0.000185381720966157,0.000182304937249683,0.000182272728643064
"11",0.5,10000,100,0.00120166812697178,0.000148934082141301,4.3040059875717e-05,5.75579520001773e-05,6.50788845256373e-05,4.28276856508718e-05,4.2825226472524e-05,4.28254938293873e-05,4.72032597559827e-05,4.28271830743639e-05,4.28256824967966e-05
"12",0.5,10000,150,0.00125554317773496,0.00014492634235107,3.79025272912439e-05,4.65800604539712e-05,5.28912703578789e-05,3.785573506959e-05,3.78545117290162e-05,3.78546997568214e-05,4.31223949020183e-05,3.78921712452076e-05,3.785676702018e-05
"13",1,50,10,0.407940860564306,0.0498848293500351,0.0210674643193055,0.0236011298048641,0.0235628769775263,1.88467791949418,589.933484056168,333686.229924554,94.0850815494229,31482.4020855946,17657707.1903493
"14",1,50,100,0.542779240459253,0.00886260201644665,0.00341907744399077,0.00418357409118774,0.00417736369706787,0.161035143264816,30.2684434278156,9756.5000015896,118.56241623895,25980.8929793713,8132011.04308567
"15",1,50,150,0.5528262363296,0.00719801955378628,0.00243980138078735,0.00316223690822242,0.00315924067526934,0.0909429639592945,17.7771577874782,13018.9934873684,108.030504444987,33012.3593406026,33971623.3612125
"16",1,100,10,0.118116967921929,0.014389265713453,0.0116829886872769,0.0121632372777359,0.0121452463838644,0.0444416006103371,0.121797079974522,0.906325889564512,0.898033206539194,6.25046499456348,59.5321707813637
"17",1,100,100,0.0982028989065111,0.00493367117935744,0.00208336414620278,0.00192982889005065,0.00193117692977862,0.00442485910079941,0.0112861432957391,0.0796712090145775,1.01807942879573,7.53184882606577,77.9697387007792
"18",1,100,150,0.101189626505767,0.00459681031288457,0.00149209750506283,0.00139720191156957,0.00139642776325981,0.00306304961062469,0.00987047962269623,0.099595737087927,1.20540610444598,10.9029870673842,155.726428155464
