"","cvaR","cnm","cM","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33"
"1",0.5,50,10,0.297684851761313,0.0391403827199326,0.022609785550215,0.0247147621564467,0.0247147657202509,0.940049173011277,294.525101233954,167119.055735514,46.8687486817037,15541.5619254602,8664448.43959922
"2",0.5,50,100,0.337694166533502,0.00916352789022157,0.00386513041835617,0.00350415599268986,0.00349711923660137,0.0810438234315958,15.0632330919447,4825.39718140167,59.2951446090263,13066.0191171269,4146566.92423549
"3",0.5,50,150,0.375923707164632,0.00803681234467207,0.00283953263244699,0.00257153572469402,0.00256189052213779,0.0459932938226625,8.56741489596395,5712.04758869849,52.7393963231373,14122.2299948573,11037207.3830762
"4",0.5,100,10,0.0956358326861616,0.0164985034632816,0.0133519986619752,0.0140945600020118,0.0140939768991391,0.0229514636590641,0.0620449984688425,0.460194528297906,0.45389176139134,3.17363498586358,30.3555604662628
"5",0.5,100,100,0.0829970267841524,0.00823401222188441,0.00232448582509075,0.00288827630635392,0.0028836344960022,0.00288703736785091,0.00630872229897478,0.0404569087465098,0.509522359072484,3.75601105402793,38.7658733547228
"6",0.5,100,150,0.0924541087409703,0.00778138180496521,0.00177623081370942,0.00213731961767981,0.00213893869151752,0.00220217527938525,0.00561455056572031,0.0514624760724365,0.606141141986552,5.4736288763225,77.9953872649207
"7",0.5,1000,10,0.0135612834216757,0.00335834753038173,0.00229865062868559,0.00301782244256588,0.003018990972157,0.00218981512316251,0.00218730440782144,0.00218723282079781,0.00273271095479641,0.00224474517131919,0.00219155516561934
"8",0.5,1000,100,0.0128277999390068,0.00225635807845491,0.000834899402963554,0.00100324170665865,0.00100831990920369,0.000834574630144526,0.000834599681122431,0.000834456652601588,0.00141614818956046,0.000887139194363418,0.000841856091951231
"9",0.5,1000,150,0.0138062809004641,0.0022038712917837,0.000786216720660945,0.000872707972558019,0.000879743950139396,0.000786334477011492,0.000786224399700726,0.000786215480731959,0.00139659668435168,0.000844310417075993,0.000794191368362446
"10",0.5,10000,10,0.00230417615631013,0.000880233355284057,0.000837582470686413,0.00086271242089122,0.00086521245395497,0.000836751159415059,0.000836767647707387,0.000836767609450561,0.000839916857650429,0.000836788477571019,0.00083676113725001
