"","cvaR","cnm","cM","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33"
"1",0.5,50,10,0.111743830322337,0.0145451345546813,0.0116192603776161,0.0114369731977639,0.0113984447305083,0.023233026829673,0.0515966773102621,0.339080500580519,0.438435976030316,2.75842416904038,25.9531722212502
"2",0.5,50,100,0.0912640538364568,0.0045554722161568,0.00183897039574543,0.00160138378730473,0.0015973245389011,0.00261226023651738,0.00842027191840503,0.105327872497311,0.697117229387969,7.87146552768431,131.732223974358
"3",0.5,50,150,0.117572774231276,0.00424984901818051,0.00134813048706856,0.00119248818955185,0.00119014062586825,0.00189597213597771,0.00558228478383713,0.049447309486154,0.689405591417585,7.16514278196951,114.361865194976
"4",0.5,100,10,0.0489388431239419,0.00785983787123165,0.00691553309488683,0.00671709750830469,0.00669621707685031,0.00791872158739632,0.00793400074728051,0.00809138085591818,0.0398557165397809,0.049014557472483,0.0800086467276057
"5",0.5,100,100,0.0500924758121229,0.00321296762347775,0.00112741432285262,0.00108895332169446,0.00108793779202259,0.00108979908075616,0.00110518799125167,0.00112494550978463,0.042042790074684,0.0628073187213091,0.141666029728606
"6",0.5,100,150,0.0471454529408706,0.00301437882088609,0.000825663192130546,0.000793718746467521,0.000791627440688701,0.000791597213713991,0.000826445554610793,0.000835909183978746,0.0392314563415933,0.0639177601174168,0.166151811097746
"7",0.5,1000,10,0.00684288845553163,0.00138661395749217,0.00115772380291035,0.00127343301335555,0.00127903759197295,0.00104732397649433,0.00104819678479239,0.00104809241003205,0.00115880705348632,0.00105498364331667,0.00104797238728928
"8",0.5,1000,100,0.00682171151014718,0.000801372729649757,0.000338975331341188,0.000348269750940523,0.000350988715681818,0.000337687251221304,0.000337687223687719,0.000337680265151882,0.000470597940381493,0.000343292512908193,0.000338050124123244
"9",0.5,1000,150,0.0069316034228407,0.0007824604303694,0.000310912910131589,0.000313670541847002,0.000314334410817569,0.000310960279783048,0.000310897099299629,0.000310915519647264,0.00044800841936845,0.000316039531587967,0.00031151646876003
"10",0.5,10000,10,0.00109443887058406,0.000368746448790608,0.000342286679852363,0.000354356158406579,0.000358717693334179,0.000341411211178476,0.000341405676688102,0.000341405551267312,0.000341995186133637,0.000341406921333603,0.000341404251669346
"11",0.5,10000,100,0.00108480947105962,0.000292918040507309,0.000267786107473246,0.000267789686220375,0.000267891146948415,0.000267786857426177,0.000267786125804556,0.000267786107448198,0.00026904189560938,0.000267787032774836,0.000267786107274113
"12",0.5,10000,150,0.00112294618266945,0.000290056397186328,0.000265499226902958,0.000265488314100336,0.000265489335567269,0.000265499510695279,0.000265499217513597,0.000265499227568617,0.000266757734673413,0.000265503348244593,0.000265499372274902
"13",1,50,10,0.20675747056933,0.0246774065564434,0.0210674643193055,0.0195379695538634,0.0195137530481206,0.0461658284980291,0.102878289947223,0.676728448697854,0.877858787309534,5.53160157123642,52.1022553952555
