"","cvaR","cnm","cM","partial-data","equal-weight","full-data.large","full-data.AIC","full-data.BIC","optimal-weight","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33","CSL-ave-e31","CSL-ave-e32","CSL-ave-e33","CSL-ave-eaa1","CSL-ave-eaa2","CSL-ave-eaa3"
"1",0.5,50,10,0.210809312142616,0.0274704643832387,0.0320440553649647,0.012087483496692,0.0159276629485696,0.0135195530441816,0.752055952167123,120.967600191523,36101.6702500184,44.1356913661498,9637.46022935847,3382322.01144225,0.75205186287649,120.96643321966,36100.9885538037,0.75205186287649,120.966505484069,36101.2907538017
"2",0.5,50,100,0.290742234390157,0.00498020337889326,0.00298983870385748,0.00199057944708553,0.00290352325220812,0.00222686856900041,0.0887597177421261,15.8895785533678,5029.05586967256,55.7471678655671,13651.3383066892,5480272.55653206,0.0887546426703984,15.8884503839574,5028.68890428439,0.0887546426703984,15.8884477435329,5028.69411672931
"3",0.5,50,150,0.290924274558164,0.00407359574894844,0.00201069883904373,0.00143947943443681,0.00224506268369401,0.00166442895605204,0.058651550763058,21.1283763191211,22577.1238563161,67.8886038625957,28337.3958083238,22585324.9360387,0.0586547180437731,21.1286003878036,22577.2528817101,0.0586547180437731,21.1286148796088,22577.0982269602
"4",0.5,100,10,0.0655378484054809,0.00850933507029434,0.0148828676266207,0.00698845323800132,0.00933045096937437,0.00706524468802623,0.0214383312213963,0.0636336126446872,0.554358556591423,0.470186021955734,3.20881754124383,32.4368497028134,0.02143862793453,0.0636352411428725,0.55436851714481,0.02143862793453,0.0636351328668801,0.554366957524569
"5",0.5,100,100,0.0547100522490597,0.00309202291639212,0.00153985289629545,0.00119108093393752,0.0018734672834654,0.00114405976459066,0.00240379005827257,0.00800516914156759,0.0809717978158611,0.552831135614154,4.89487898695244,63.3763840964096,0.00240381208008549,0.00800614136743625,0.0809860216119698,0.00240381208008549,0.00800570482472431,0.0809811599658766
"6",0.5,100,150,0.0654184945994382,0.00285155745728044,0.00103718481555789,0.000850387282680633,0.00136486345703035,0.000817138453331951,0.00152373553629759,0.00450467726575314,0.0388633751451548,0.643088853364111,5.95385387089256,72.1257731225986,0.00152377150825088,0.0045044365605278,0.038859058224294,0.00152377150825088,0.00450484106793463,0.0388663389740427
"7",0.5,1000,10,0.00697256181110972,0.00135541653803069,0.00153185516394227,0.00123177308321358,0.00180287399596101,0.00126704960706489,0.0015329851982131,0.0015319942030757,0.00153182514459757,0.00197241509759383,0.00157669328494881,0.00153698599911618,0.00153294481202491,0.00153197362153065,0.00153178343188961,0.00153294481202491,0.00153199440831205,0.00153182376415177
"8",0.5,1000,100,0.00694948413183039,0.000727806908695551,0.000179008013176701,0.000189205862729257,0.000355964794058716,0.000252050251276768,0.000179348187258408,0.000179045328084246,0.000179020759800361,0.000815132206973345,0.00024247993884571,0.000189881230500319,0.000179345599385196,0.000179039411473184,0.0001790124275814,0.000179345599385196,0.000179045331374811,0.000179020254983243
"9",0.5,1000,150,0.00725205564326056,0.000709225014118177,0.00013103954122365,0.000136921597916488,0.000268003702391371,0.000187788010808757,0.000131040251849344,0.000131084012903925,0.000131031062129556,0.000719320282020207,0.000189521985542087,0.000138341300254917,0.000131042528653342,0.000131093258005025,0.00013103127512786,0.000131042528653342,0.000131085299936157,0.000131030849856798
"10",0.5,10000,10,0.00119738805492765,0.000243092939350443,0.000182279482891025,0.000193011485357497,0.000356166713930686,0.000223734379815982,0.000182278511342831,0.000182279351113411,0.00018227945826451,0.00018732299621526,0.000182327730026707,0.000182287688434754,0.000182276461014741,0.000182272083610813,0.000182275034436649,0.000182276461014741,0.00018227894541414,0.000182279453812057
"11",0.5,10000,100,0.00120166812697178,0.000148934082141301,4.28254729558822e-05,4.3040059875717e-05,6.2686584177577e-05,5.75633489920672e-05,4.28262540005316e-05,4.28253905931678e-05,4.28254822075831e-05,4.76122383280225e-05,4.28431779764918e-05,4.28263278592192e-05,4.28251481813407e-05,4.28250043761117e-05,4.28247686712872e-05,4.28251481813407e-05,4.28254482890728e-05,4.28254752771894e-05
"12",0.5,10000,150,0.00125554317773496,0.00014492634235107,3.78546867667827e-05,3.79025272912439e-05,4.74136190895977e-05,4.66146790248741e-05,3.7856145329861e-05,3.78545691083703e-05,3.78547001508363e-05,4.22712116166501e-05,3.78710222563299e-05,3.78545215449063e-05,3.78555666789507e-05,3.78533075210076e-05,3.78542378940864e-05,3.78555666789507e-05,3.78546046606572e-05,3.78546942427238e-05
"13",1,50,10,0.407940860564306,0.0498848293500351,0.064057749464188,0.0210674643193055,0.0250867429050897,0.0232730646370726,1.50380300701119,241.820243672009,72119.0493608201,88.2603983450234,19268.7161236619,6761185.07506601,1.50380950756091,241.820892015402,72118.6344932262,1.50380950756091,241.820826321229,72119.1005184155
"14",1,50,100,0.542779240459253,0.00886260201644665,0.00595287887411614,0.00341907744399077,0.00475835972627868,0.00412945601880773,0.177490552863497,31.7853961064059,10066.0006985837,111.491669370312,27286.7623053598,10945451.9723073,0.177487173841824,31.7843448086173,10065.6911462588,0.177487173841824,31.7843685139864,10065.6978817556
"15",1,50,150,0.5528262363296,0.00719801955378628,0.00399380100015067,0.00243980138078735,0.00374520589277785,0.00313510587706875,0.117215611015928,42.1544721989549,45009.8194920351,135.764642332017,56637.2288938435,45081824.2076035,0.117222008612398,42.1574607075488,45011.4372609013,0.117222008612398,42.1574666716811,45011.9370175085
"16",1,100,10,0.118116967921929,0.014389265713453,0.0297371992914038,0.0116829886872769,0.0156404206516833,0.0121553991192373,0.0428495034792491,0.127198453618581,1.10815650461189,0.940241705890828,6.41467409806479,64.8079138339008,0.0428501132257086,0.1271976498475,1.10813589760715,0.0428501132257086,0.127198578548782,1.10814605303334
"17",1,100,100,0.0982028989065111,0.00493367117935744,0.0030524266928993,0.00208336414620278,0.00315542574326827,0.00192617914408648,0.0047794301669678,0.0159794882941753,0.161845715168443,1.10536504137535,9.78590094363344,126.691921148924,0.00477947848783774,0.0159795512964902,0.16185182754347,0.00477947848783774,0.0159793810754943,0.16184860815327
"18",1,100,150,0.101189626505767,0.00459681031288457,0.00204699357114703,0.00149209750506283,0.00234601768565161,0.00139492055899331,0.00301997106441684,0.00897925610165401,0.0776576726902515,1.28643667598604,11.9094669315811,144.251451945779,0.00301999504404864,0.00897816468737621,0.0776393973793632,0.00301999504404864,0.00897903979292581,0.0776527133276602
"19",1,1000,10,0.0120574456110062,0.00222353575167938,0.00303633880335494,0.00209907463102265,0.00300939018590176,0.00207107090707858,0.00303861008957412,0.00303661460433817,0.00303627965103743,0.00391758502811192,0.00312592286508901,0.00304661513504631,0.00303860621259458,0.00303659875311617,0.00303626568164382,0.00303860621259458,0.00303659767462063,0.00303628447466499
"20",1,1000,100,0.0118087930113266,0.00118300892552416,0.000330506186072513,0.000338336878236388,0.000596663671382471,0.00040755378163785,0.000331185772365904,0.000330580861363898,0.00033053172771565,0.00160249087820799,0.000457392554783907,0.000352254745453416,0.000331167925937181,0.000330572094913348,0.000330502959992658,0.000331167925937181,0.000330584303636874,0.000330529398696276
"21",1,1000,150,0.012308584103396,0.00113968732751804,0.000234605507166204,0.000246632861915369,0.000438511721026761,0.000293272287682096,0.00023460670276058,0.000234694805855238,0.000234588436426785,0.00141122286731704,0.000351577674580587,0.000249213068854956,0.000234613290447382,0.0002347009895801,0.000234597122444812,0.000234613290447382,0.000234698256569566,0.000234587739245312
"22",1,10000,10,0.00209516377850789,0.000403945128796237,0.000337191182072644,0.00034188245653251,0.000591178657911877,0.000374436788012176,0.000337189055069803,0.000337190922441273,0.000337191131541559,0.000347268389320378,0.000337288483874751,0.000337207493455059,0.000337194261867211,0.000337190257589743,0.000337173387409021,0.000337194261867211,0.000337190043082806,0.000337191103748478
"23",1,10000,100,0.00206409293041634,0.000240891643623805,5.81891726094865e-05,5.95868572191451e-05,0.000114019951491205,8.98797173028474e-05,5.819074132886e-05,5.81890085845536e-05,5.81891910746845e-05,6.77659906342628e-05,5.82248960820429e-05,5.81908806496953e-05,5.81918627249687e-05,5.81922497061164e-05,5.81919564550403e-05,5.81918627249687e-05,5.81891267751989e-05,5.81892027966815e-05
"24",1,10000,150,0.00217072839769952,0.000234939686732283,4.82437234876823e-05,4.87084547113359e-05,8.46280645146286e-05,7.18872206923217e-05,4.82466402696311e-05,4.82434879019366e-05,4.82437502465803e-05,5.707710420792e-05,4.82765905163657e-05,4.82434025658481e-05,4.82455793552313e-05,4.82446694791661e-05,4.8245182289233e-05,4.82455793552313e-05,4.82433080703805e-05,4.8243745814301e-05
"25",123,50,10,0.574632414566035,0.0506681504979716,0.0669098408042202,3.26635463657274,0.0249591081968211,0.0233674605872175,1.75800353953005,293.982176357355,90178.6214590106,122.933616813212,26851.3833943326,9413585.92845542,1.75800293584949,293.981470526859,90177.6718312161,1.75800293584949,293.981556872512,90178.442326854
"26",123,50,100,0.752333171237887,0.00883551315457995,0.00607834994052062,3.24798505019161,0.00451975968695636,0.00414083477547923,0.179426854381045,32.4177003558827,10027.2927773517,166.23909520577,40648.3050532405,16266049.2664228,0.179428207708625,32.4173355773234,10027.1572364012,0.179428207708625,32.4173261425996,10027.1691395267
"27",123,50,150,0.812788770954002,0.00719576931360349,0.00405000062806025,3.25075317664916,0.00347394069232659,0.00314443675055651,0.119445122634431,42.8610891533517,45531.0422200828,202.449013448133,84454.4296824373,67291028.3090789,0.119448798652017,42.8613592685361,45535.2004309486,0.119448798652017,42.8613560714574,45530.7956332271
"28",123,100,10,0.172434257264277,0.0148665927099177,0.0300582477075971,3.26647336307378,0.0154719045430653,0.0122100855115214,0.0450168550807257,0.144415788300265,1.29092115648662,1.28422695078128,8.95153352654408,90.6692668552721,0.0450174908994578,0.144416545092478,1.29092304264019,0.0450174908994578,0.144417738236381,1.29093587891191
"29",123,100,100,0.133533821973623,0.00485150974363983,0.00290341121973436,3.247547506535,0.00302431852178328,0.00191896481661238,0.00485449683262656,0.0167706748268735,0.175668963124517,1.64464939444098,14.5925765051331,189.103172584391,0.0048546022007228,0.0167723019221025,0.175695744289206,0.0048546022007228,0.0167716082469773,0.175687760175369
"30",123,100,150,0.136008005756778,0.00447947650477997,0.00193854897119788,3.24337102490045,0.00221696947914561,0.00139284831710441,0.00301677163461893,0.00913945416065264,0.0802657718713462,1.92041158117557,17.7882553827228,215.24068904528,0.00301681473541302,0.00913856646990883,0.0802530430596815,0.00301681473541302,0.00913964906245974,0.080269895531905
"31",123,1000,10,0.0163442306825266,0.00226018494855374,0.00293766900613388,3.24165374484876,0.00292795398645956,0.00207578198134359,0.00318612118798022,0.00319149816518523,0.00318981277859738,0.00434655933806179,0.00337897050287004,0.00319379115330241,0.00318606168530214,0.00319140323147922,0.00318974844500004,0.00318606168530214,0.00319147974571828,0.0031898159338756
"32",123,1000,100,0.0162226312257801,0.00114783712377601,0.000304470070674937,3.24904498713105,0.00055021406194658,0.000387702608917263,0.000333744893315419,0.000333250661368622,0.000333157425092863,0.00219497717477843,0.000534154942921086,0.0003618005607483,0.000333754940827368,0.00033323021596314,0.000333139085576085,0.000333754940827368,0.000333252072312811,0.000333155723802969
"33",123,1000,150,0.017367134308529,0.00110132288166685,0.000215109077855853,3.24570377866927,0.000412159109338912,0.000285952150301507,0.000237382117522839,0.000237595181498439,0.000237481722356573,0.00199191692396249,0.000417335167893873,0.000258420531691763,0.00023737395420256,0.00023760589416362,0.000237487444987821,0.00023737395420256,0.000237601099581168,0.000237480380666095
"34",123,10000,10,0.0029263565301473,0.000413072249510706,0.000322963386471826,3.24858464164982,0.00057524811383231,0.000371474294577826,0.00035638980161761,0.000356462501724617,0.000356462255091259,0.000369360476946181,0.000357227568207157,0.000356475073252068,0.000356386602454109,0.0003564625688485,0.000356450183026629,0.000356386602454109,0.000356460792469635,0.000356462248051796
"35",123,10000,100,0.00272281391271415,0.000233362112231712,5.55561325440414e-05,3.24720530711758,0.000108388996648751,8.65491277161385e-05,5.83606097317396e-05,5.83594599954846e-05,5.83596016976209e-05,7.23047481194735e-05,5.85023107661233e-05,5.83601070440269e-05,5.83625826460093e-05,5.83612542436661e-05,5.83643453498921e-05,5.83625826460093e-05,5.83598335855978e-05,5.83595978611164e-05
"36",123,10000,150,0.0029197941988535,0.000227539667226965,4.64389225505576e-05,3.24670529924332,7.91870306170863e-05,6.81072962667891e-05,4.83040840916593e-05,4.83006677680057e-05,4.83009415630467e-05,6.14138177160943e-05,4.84170576083781e-05,4.82999761862669e-05,4.83048335369273e-05,4.83057113737733e-05,4.83019875260591e-05,4.83048335369273e-05,4.83005296533442e-05,4.83009367260932e-05
